ParticipantID,ParticipantAge,Concept,Transformation,Variation,Task,Score,ReactionTime
40,5,Rotation,2DRotation-90,7,extra,1,11649
40,5,Size,Resize2XY,0,cross,1,13434
40,5,Size,Resize2XY,0,within,1,6398
40,5,Size,Resize2XY,0,extra,1,9949
40,5,Number,Counting+1,46,cross,1,17249
40,5,Number,Counting+1,46,within,0,10132
40,5,Number,Counting+1,46,extra,0,11815
40,5,Size,Resize0.5XY,35,cross,1,10131
40,5,Size,Resize0.5XY,35,within,0,5764
40,5,Size,Resize0.5XY,35,extra,0,8899
