ParticipantID,Concept,Transformation,Variation,Task,Score,ReactionTime
29,Rotation,2DRotation+90,34,Cross Domain,1,1945
29,Rotation,2DRotation+90,34,Within Domain,1,3634
29,Rotation,2DRotation+90,34,Extrapolation,1,14479
29,Rotation,2DRotation-45,47,Cross Domain,1,2991
29,Rotation,2DRotation-45,47,Within Domain,1,4426
29,Rotation,2DRotation-45,47,Extrapolation,1,3248
29,Rotation,2DRotation180,15,Cross Domain,1,3436
29,Rotation,2DRotation180,15,Within Domain,0,6860
29,Rotation,2DRotation180,15,Extrapolation,1,5177
29,Reflection,ReflectX,20,Cross Domain,1,2204
29,Reflection,ReflectX,20,Within Domain,1,6492
29,Reflection,ReflectX,20,Extrapolation,0,3624
29,Reflection,ReflectY,32,Cross Domain,1,2228
29,Reflection,ReflectY,32,Within Domain,1,3247
29,Reflection,ReflectY,32,Extrapolation,1,11012
29,Color,ColourGrey,9,Cross Domain,1,1893
29,Color,ColourGrey,9,Within Domain,1,1940
29,Color,ColourGrey,9,Extrapolation,0,6452
29,Color,ColourGreen,13,Cross Domain,1,1951
29,Color,ColourGreen,13,Within Domain,1,1487
29,Color,ColourGreen,13,Extrapolation,0,5974
29,Number,Countingd2,33,Cross Domain,1,2716
29,Number,Countingd2,33,Within Domain,1,3206
29,Number,Countingd2,33,Extrapolation,1,2883
29,Color,ColourRed,24,Cross Domain,1,2674
29,Color,ColourRed,24,Within Domain,1,1191
29,Color,ColourRed,24,Extrapolation,0,3220
29,Number,Counting+1,30,Cross Domain,1,1741
29,Number,Counting+1,30,Within Domain,1,1755
29,Number,Counting+1,30,Extrapolation,1,2292
3,Number,Countingd3,49,Cross Domain,1,3671
3,Number,Countingd3,49,Within Domain,1,4271
3,Number,Countingd3,49,Extrapolation,1,3438
3,Size,Resize0.5X,43,Cross Domain,1,2895
3,Size,Resize0.5X,43,Within Domain,1,2446
3,Size,Resize0.5X,43,Extrapolation,1,3151
3,Color,ColourRed,43,Cross Domain,1,1353
3,Color,ColourRed,43,Within Domain,1,1349
3,Color,ColourRed,43,Extrapolation,1,1287
3,Size,Resize2Y,38,Cross Domain,1,1391
3,Size,Resize2Y,38,Within Domain,1,1294
3,Size,Resize2Y,38,Extrapolation,1,1470
3,Rotation,2DRotation+135,29,Cross Domain,1,3422
3,Rotation,2DRotation+135,29,Within Domain,0,5055
3,Rotation,2DRotation+135,29,Extrapolation,1,11766
3,Reflection,ReflectXY,4,Cross Domain,1,1767
3,Reflection,ReflectXY,4,Within Domain,1,2478
3,Reflection,ReflectXY,4,Extrapolation,1,6311
3,Size,Resize2XY,48,Cross Domain,1,1525
3,Size,Resize2XY,48,Within Domain,1,990
3,Size,Resize2XY,48,Extrapolation,1,1342
3,Number,Countingx2,10,Cross Domain,1,1414
3,Number,Countingx2,10,Within Domain,1,1966
3,Number,Countingx2,10,Extrapolation,1,1854
3,Number,Counting+2,23,Cross Domain,1,2574
3,Number,Counting+2,23,Within Domain,1,1943
3,Number,Counting+2,23,Extrapolation,1,2374
3,Reflection,ReflectY,18,Cross Domain,1,2101
3,Reflection,ReflectY,18,Within Domain,1,1382
3,Reflection,ReflectY,18,Extrapolation,1,1975
3,Color,ColourGrey,9,Cross Domain,1,1910
3,Color,ColourGrey,9,Within Domain,1,4711
3,Color,ColourGrey,9,Extrapolation,1,2055
3,Rotation,2DRotation180,22,Cross Domain,1,1926
3,Rotation,2DRotation180,22,Within Domain,1,5526
3,Rotation,2DRotation180,22,Extrapolation,1,13053
3,Color,ColourBlue,8,Cross Domain,1,1374
3,Color,ColourBlue,8,Within Domain,1,686
3,Color,ColourBlue,8,Extrapolation,1,998
3,Color,ColourYellow,35,Cross Domain,1,1550
3,Color,ColourYellow,35,Within Domain,1,918
3,Color,ColourYellow,35,Extrapolation,1,1014
3,Reflection,ReflectX,41,Cross Domain,1,2373
3,Reflection,ReflectX,41,Within Domain,1,1878
3,Reflection,ReflectX,41,Extrapolation,1,7549
3,Rotation,2DRotation+90,16,Cross Domain,1,2805
3,Rotation,2DRotation+90,16,Within Domain,1,2894
3,Rotation,2DRotation+90,16,Extrapolation,1,3422
3,Rotation,2DRotation-45,4,Cross Domain,1,1749
3,Rotation,2DRotation-45,4,Within Domain,1,3718
3,Rotation,2DRotation-45,4,Extrapolation,1,2245
3,Number,Counting-1,22,Cross Domain,1,1789
3,Number,Counting-1,22,Within Domain,1,1886
3,Number,Counting-1,22,Extrapolation,1,2941
3,Color,ColourGreen,12,Cross Domain,1,1237
3,Color,ColourGreen,12,Within Domain,1,734
3,Color,ColourGreen,12,Extrapolation,1,845
30,Reflection,ReflectXY,20,Cross Domain,1,5492
30,Reflection,ReflectXY,20,Within Domain,1,6780
30,Reflection,ReflectXY,20,Extrapolation,1,15500
30,Color,ColourRed,2,Cross Domain,1,2679
30,Color,ColourRed,2,Within Domain,1,3086
30,Color,ColourRed,2,Extrapolation,1,2402
30,Number,Countingx3,36,Cross Domain,1,4543
30,Number,Countingx3,36,Within Domain,1,2871
30,Number,Countingx3,36,Extrapolation,1,2895
30,Color,ColourGreen,15,Cross Domain,1,2733
30,Color,ColourGreen,15,Within Domain,1,1965
30,Color,ColourGreen,15,Extrapolation,1,2316
30,Number,Counting-1,3,Cross Domain,1,3077
30,Number,Counting-1,3,Within Domain,1,2542
30,Number,Counting-1,3,Extrapolation,1,5733
30,Rotation,2DRotation+90,36,Cross Domain,1,3418
30,Rotation,2DRotation+90,36,Within Domain,1,1928
30,Rotation,2DRotation+90,36,Extrapolation,1,5354
30,Rotation,2DRotation+135,23,Cross Domain,1,3662
30,Rotation,2DRotation+135,23,Within Domain,1,6620
30,Rotation,2DRotation+135,23,Extrapolation,1,7929
30,Color,ColourBlue,1,Cross Domain,1,3485
30,Color,ColourBlue,1,Within Domain,1,1469
30,Color,ColourBlue,1,Extrapolation,1,1581
30,Rotation,2DRotation-45,20,Cross Domain,1,2836
30,Rotation,2DRotation-45,20,Within Domain,1,1525
30,Rotation,2DRotation-45,20,Extrapolation,1,5788
30,Number,Counting+2,41,Cross Domain,1,4340
30,Number,Counting+2,41,Within Domain,1,1796
30,Number,Counting+2,41,Extrapolation,1,2798
30,Color,ColourYellow,14,Cross Domain,1,2479
30,Color,ColourYellow,14,Within Domain,1,1607
30,Color,ColourYellow,14,Extrapolation,1,1548
30,Reflection,ReflectX,37,Cross Domain,1,2725
30,Reflection,ReflectX,37,Within Domain,1,1447
30,Reflection,ReflectX,37,Extrapolation,1,2811
30,Rotation,2DRotation180,16,Cross Domain,1,2341
30,Rotation,2DRotation180,16,Within Domain,1,2748
30,Rotation,2DRotation180,16,Extrapolation,1,3392
30,Size,Resize0.5X,36,Cross Domain,1,3938
30,Size,Resize0.5X,36,Within Domain,1,1519
30,Size,Resize0.5X,36,Extrapolation,1,2597
30,Reflection,ReflectY,49,Cross Domain,1,2036
30,Reflection,ReflectY,49,Within Domain,1,2174
30,Reflection,ReflectY,49,Extrapolation,1,2100
30,Size,Resize0.5Y,43,Cross Domain,1,3653
30,Size,Resize0.5Y,43,Within Domain,1,1095
30,Size,Resize0.5Y,43,Extrapolation,1,1508
30,Size,Resize0.5XY,35,Cross Domain,1,1662
30,Size,Resize0.5XY,35,Within Domain,1,868
30,Size,Resize0.5XY,35,Extrapolation,1,1611
30,Color,ColourGrey,5,Cross Domain,1,2048
30,Color,ColourGrey,5,Within Domain,1,1607
30,Color,ColourGrey,5,Extrapolation,1,1511
30,Number,Countingd2,14,Cross Domain,1,3905
30,Number,Countingd2,14,Within Domain,1,1300
30,Number,Countingd2,14,Extrapolation,1,2357
31,Size,Resize0.5Y,0,Cross Domain,1,9381
31,Size,Resize0.5Y,0,Within Domain,1,3531
31,Size,Resize0.5Y,0,Extrapolation,1,4471
31,Number,Counting-2,3,Cross Domain,1,4681
31,Number,Counting-2,3,Within Domain,1,3291
31,Number,Counting-2,3,Extrapolation,1,5202
31,Color,ColourGrey,45,Cross Domain,1,2061
31,Color,ColourGrey,45,Within Domain,1,1821
31,Color,ColourGrey,45,Extrapolation,1,1611
31,Rotation,2DRotation+135,14,Cross Domain,1,3121
31,Rotation,2DRotation+135,14,Within Domain,1,13470
31,Rotation,2DRotation+135,14,Extrapolation,0,6571
31,Reflection,ReflectX,41,Cross Domain,1,3041
31,Reflection,ReflectX,41,Within Domain,1,2650
31,Reflection,ReflectX,41,Extrapolation,1,10421
31,Number,Countingd2,30,Cross Domain,1,2021
31,Number,Countingd2,30,Within Domain,1,4291
31,Number,Countingd2,30,Extrapolation,1,2711
31,Color,ColourYellow,14,Cross Domain,1,1981
31,Color,ColourYellow,14,Within Domain,1,1421
31,Color,ColourYellow,14,Extrapolation,1,1140
31,Size,Resize2XY,33,Cross Domain,1,1300
31,Size,Resize2XY,33,Within Domain,1,1160
31,Size,Resize2XY,33,Extrapolation,1,1271
31,Color,ColourGreen,42,Cross Domain,1,1300
31,Color,ColourGreen,42,Within Domain,1,1280
31,Color,ColourGreen,42,Extrapolation,1,1161
31,Color,ColourBlue,3,Cross Domain,1,1250
31,Color,ColourBlue,3,Within Domain,1,1511
31,Color,ColourBlue,3,Extrapolation,1,1220
31,Rotation,2DRotation-45,25,Cross Domain,1,1670
31,Rotation,2DRotation-45,25,Within Domain,1,4010
31,Rotation,2DRotation-45,25,Extrapolation,1,2041
31,Number,Counting+1,47,Cross Domain,1,1760
31,Number,Counting+1,47,Within Domain,0,2470
31,Number,Counting+1,47,Extrapolation,0,1521
31,Color,ColourRed,36,Cross Domain,1,2080
31,Color,ColourRed,36,Within Domain,1,810
31,Color,ColourRed,36,Extrapolation,1,1181
31,Rotation,2DRotation-90,35,Cross Domain,1,1770
31,Rotation,2DRotation-90,35,Within Domain,1,1760
31,Rotation,2DRotation-90,35,Extrapolation,1,4310
31,Reflection,ReflectY,16,Cross Domain,1,1449
31,Reflection,ReflectY,16,Within Domain,1,1770
31,Reflection,ReflectY,16,Extrapolation,1,2380
31,Number,Countingd3,24,Cross Domain,1,1750
31,Number,Countingd3,24,Within Domain,1,1730
31,Number,Countingd3,24,Extrapolation,1,3181
31,Reflection,ReflectXY,12,Cross Domain,1,1650
31,Reflection,ReflectXY,12,Within Domain,1,5770
31,Reflection,ReflectXY,12,Extrapolation,0,5209
31,Rotation,2DRotation180,30,Cross Domain,1,1700
31,Rotation,2DRotation180,30,Within Domain,1,1311
31,Rotation,2DRotation180,30,Extrapolation,0,12730
31,Size,Resize0.5X,25,Cross Domain,1,2150
31,Size,Resize0.5X,25,Within Domain,1,730
31,Size,Resize0.5X,25,Extrapolation,1,1220
32,Rotation,2DRotation180,40,Cross Domain,1,4680
32,Rotation,2DRotation180,40,Within Domain,1,4800
32,Rotation,2DRotation180,40,Extrapolation,1,16393
32,Color,ColourYellow,42,Cross Domain,1,2644
32,Color,ColourYellow,42,Within Domain,1,2994
32,Color,ColourYellow,42,Extrapolation,1,4541
32,Color,ColourGrey,9,Cross Domain,1,7292
32,Color,ColourGrey,9,Within Domain,1,1613
32,Color,ColourGrey,9,Extrapolation,1,1708
32,Rotation,2DRotation-135,32,Cross Domain,1,7152
32,Rotation,2DRotation-135,32,Within Domain,1,16549
32,Rotation,2DRotation-135,32,Extrapolation,1,5478
32,Size,Resize2X,22,Cross Domain,1,2966
32,Size,Resize2X,22,Within Domain,1,1623
32,Size,Resize2X,22,Extrapolation,1,3390
32,Reflection,ReflectX,41,Cross Domain,1,2707
32,Reflection,ReflectX,41,Within Domain,1,5785
32,Reflection,ReflectX,41,Extrapolation,0,3519
32,Number,Counting+2,34,Cross Domain,1,4026
32,Number,Counting+2,34,Within Domain,1,2959
32,Number,Counting+2,34,Extrapolation,1,4522
32,Color,ColourGreen,27,Cross Domain,1,1719
32,Color,ColourGreen,27,Within Domain,1,940
32,Color,ColourGreen,27,Extrapolation,1,1463
32,Size,Resize0.5Y,11,Cross Domain,1,1874
32,Size,Resize0.5Y,11,Within Domain,0,1114
32,Size,Resize0.5Y,11,Extrapolation,1,3547
32,Number,Counting-1,35,Cross Domain,1,2152
32,Number,Counting-1,35,Within Domain,1,2298
32,Number,Counting-1,35,Extrapolation,1,1836
32,Size,Resize2XY,5,Cross Domain,1,1736
32,Size,Resize2XY,5,Within Domain,1,851
32,Size,Resize2XY,5,Extrapolation,1,3344
32,Color,ColourBlue,41,Cross Domain,1,1593
32,Color,ColourBlue,41,Within Domain,1,1098
32,Color,ColourBlue,41,Extrapolation,1,1427
32,Rotation,2DRotation+90,42,Cross Domain,1,2474
32,Rotation,2DRotation+90,42,Within Domain,1,4091
32,Rotation,2DRotation+90,42,Extrapolation,1,6896
32,Reflection,ReflectXY,19,Cross Domain,1,1836
32,Reflection,ReflectXY,19,Within Domain,1,6528
32,Reflection,ReflectXY,19,Extrapolation,1,3364
32,Number,Countingx3,11,Cross Domain,1,2647
32,Number,Countingx3,11,Within Domain,1,4894
32,Number,Countingx3,11,Extrapolation,1,2150
32,Rotation,2DRotation+45,45,Cross Domain,1,2748
32,Rotation,2DRotation+45,45,Within Domain,1,4680
32,Rotation,2DRotation+45,45,Extrapolation,1,4620
32,Number,Countingd2,21,Cross Domain,1,1608
32,Number,Countingd2,21,Within Domain,1,2836
32,Number,Countingd2,21,Extrapolation,1,2968
32,Reflection,ReflectY,39,Cross Domain,1,1926
32,Reflection,ReflectY,39,Within Domain,1,1720
32,Reflection,ReflectY,39,Extrapolation,1,2178
32,Color,ColourRed,44,Cross Domain,1,1292
32,Color,ColourRed,44,Within Domain,1,827
32,Color,ColourRed,44,Extrapolation,1,960
33,Reflection,ReflectY,26,Cross Domain,1,10917
33,Reflection,ReflectY,26,Within Domain,1,27714
33,Reflection,ReflectY,26,Extrapolation,1,17277
33,Size,Resize2XY,14,Cross Domain,1,5396
33,Size,Resize2XY,14,Within Domain,1,6983
33,Size,Resize2XY,14,Extrapolation,1,7815
33,Rotation,2DRotation+135,48,Cross Domain,1,15671
33,Rotation,2DRotation+135,48,Within Domain,1,14233
33,Rotation,2DRotation+135,48,Extrapolation,1,12347
33,Color,ColourBlue,27,Cross Domain,1,7764
33,Color,ColourBlue,27,Within Domain,1,4420
33,Color,ColourBlue,27,Extrapolation,1,12671
33,Rotation,2DRotation180,24,Cross Domain,1,9115
33,Rotation,2DRotation180,24,Within Domain,1,34908
33,Rotation,2DRotation180,24,Extrapolation,1,10365
33,Number,Countingd3,45,Cross Domain,1,4061
33,Number,Countingd3,45,Within Domain,1,8979
33,Number,Countingd3,45,Extrapolation,1,17843
33,Reflection,ReflectX,18,Cross Domain,1,6982
33,Reflection,ReflectX,18,Within Domain,1,4200
33,Reflection,ReflectX,18,Extrapolation,1,8275
33,Size,Resize0.5X,10,Cross Domain,1,9034
33,Size,Resize0.5X,10,Within Domain,1,5416
33,Size,Resize0.5X,10,Extrapolation,1,6477
33,Size,Resize2Y,37,Cross Domain,1,7014
33,Size,Resize2Y,37,Within Domain,1,3394
33,Size,Resize2Y,37,Extrapolation,1,2827
33,Number,Counting-2,0,Cross Domain,1,6250
33,Number,Counting-2,0,Within Domain,1,7359
33,Number,Counting-2,0,Extrapolation,1,7454
33,Color,ColourRed,25,Cross Domain,1,2610
33,Color,ColourRed,25,Within Domain,1,1784
33,Color,ColourRed,25,Extrapolation,1,2333
33,Color,ColourYellow,8,Cross Domain,1,3976
33,Color,ColourYellow,8,Within Domain,1,2136
33,Color,ColourYellow,8,Extrapolation,1,2439
33,Color,ColourGreen,32,Cross Domain,1,3711
33,Color,ColourGreen,32,Within Domain,1,2939
33,Color,ColourGreen,32,Extrapolation,1,2212
33,Number,Countingx2,7,Cross Domain,1,4883
33,Number,Countingx2,7,Within Domain,1,6125
33,Number,Countingx2,7,Extrapolation,1,3444
33,Reflection,ReflectXY,23,Cross Domain,1,3077
33,Reflection,ReflectXY,23,Within Domain,1,7129
33,Reflection,ReflectXY,23,Extrapolation,1,5243
33,Rotation,2DRotation-90,32,Cross Domain,1,6485
33,Rotation,2DRotation-90,32,Within Domain,1,4505
33,Rotation,2DRotation-90,32,Extrapolation,1,2797
33,Rotation,2DRotation+45,3,Cross Domain,1,2397
33,Rotation,2DRotation+45,3,Within Domain,1,1751
33,Rotation,2DRotation+45,3,Extrapolation,1,5941
33,Number,Counting+1,21,Cross Domain,1,2902
33,Number,Counting+1,21,Within Domain,1,1786
33,Number,Counting+1,21,Extrapolation,1,3048
33,Color,ColourGrey,25,Cross Domain,1,1723
33,Color,ColourGrey,25,Within Domain,1,1784
33,Color,ColourGrey,25,Extrapolation,1,3231
34,Rotation,2DRotation180,17,Cross Domain,1,11485
34,Rotation,2DRotation180,17,Within Domain,0,8536
34,Rotation,2DRotation180,17,Extrapolation,1,10949
34,Color,ColourGreen,12,Cross Domain,1,3508
34,Color,ColourGreen,12,Within Domain,1,1802
34,Color,ColourGreen,12,Extrapolation,1,5328
34,Reflection,ReflectXY,23,Cross Domain,1,2670
34,Reflection,ReflectXY,23,Within Domain,1,6773
34,Reflection,ReflectXY,23,Extrapolation,1,8247
34,Rotation,2DRotation+135,28,Cross Domain,1,4171
34,Rotation,2DRotation+135,28,Within Domain,0,7444
34,Rotation,2DRotation+135,28,Extrapolation,1,11394
34,Size,Resize0.5XY,29,Cross Domain,1,2253
34,Size,Resize0.5XY,29,Within Domain,1,1621
34,Size,Resize0.5XY,29,Extrapolation,1,1690
34,Reflection,ReflectY,22,Cross Domain,1,3505
34,Reflection,ReflectY,22,Within Domain,1,2608
34,Reflection,ReflectY,22,Extrapolation,1,2556
34,Color,ColourRed,20,Cross Domain,1,1737
34,Color,ColourRed,20,Within Domain,1,5436
34,Color,ColourRed,20,Extrapolation,1,1640
34,Rotation,2DRotation+45,0,Cross Domain,1,2170
34,Rotation,2DRotation+45,0,Within Domain,1,2975
34,Rotation,2DRotation+45,0,Extrapolation,1,4713
34,Size,Resize0.5Y,46,Cross Domain,1,1590
34,Size,Resize0.5Y,46,Within Domain,1,1219
34,Size,Resize0.5Y,46,Extrapolation,0,5360
34,Color,ColourGrey,41,Cross Domain,1,2354
34,Color,ColourGrey,41,Within Domain,1,1990
34,Color,ColourGrey,41,Extrapolation,1,1239
34,Number,Countingd2,34,Cross Domain,1,2805
34,Number,Countingd2,34,Within Domain,1,3152
34,Number,Countingd2,34,Extrapolation,1,5759
34,Size,Resize2X,44,Cross Domain,1,4388
34,Size,Resize2X,44,Within Domain,1,2003
34,Size,Resize2X,44,Extrapolation,1,2560
34,Reflection,ReflectX,16,Cross Domain,1,3438
34,Reflection,ReflectX,16,Within Domain,1,7189
34,Reflection,ReflectX,16,Extrapolation,0,2156
34,Rotation,2DRotation+90,7,Cross Domain,1,1989
34,Rotation,2DRotation+90,7,Within Domain,1,2128
34,Rotation,2DRotation+90,7,Extrapolation,1,1391
34,Color,ColourYellow,25,Cross Domain,1,2286
34,Color,ColourYellow,25,Within Domain,1,2652
34,Color,ColourYellow,25,Extrapolation,1,1527
34,Number,Counting-1,27,Cross Domain,1,2904
34,Number,Counting-1,27,Within Domain,1,1652
34,Number,Counting-1,27,Extrapolation,1,2239
34,Color,ColourBlue,10,Cross Domain,1,1820
34,Color,ColourBlue,10,Within Domain,1,1351
34,Color,ColourBlue,10,Extrapolation,1,1590
34,Number,Counting-2,20,Cross Domain,1,4241
34,Number,Counting-2,20,Within Domain,1,3068
34,Number,Counting-2,20,Extrapolation,1,24421
34,Number,Countingd3,1,Cross Domain,1,1543
34,Number,Countingd3,1,Within Domain,1,2656
34,Number,Countingd3,1,Extrapolation,1,7253
35,Reflection,ReflectY,44,Cross Domain,1,12019
35,Reflection,ReflectY,44,Within Domain,1,7011
35,Reflection,ReflectY,44,Extrapolation,1,9693
35,Rotation,2DRotation-135,41,Cross Domain,1,5747
35,Rotation,2DRotation-135,41,Within Domain,1,7016
35,Rotation,2DRotation-135,41,Extrapolation,1,12428
35,Rotation,2DRotation-90,11,Cross Domain,1,14310
35,Rotation,2DRotation-90,11,Within Domain,1,3383
35,Rotation,2DRotation-90,11,Extrapolation,1,3887
35,Size,Resize2X,25,Cross Domain,1,7435
35,Size,Resize2X,25,Within Domain,1,2810
35,Size,Resize2X,25,Extrapolation,1,3839
35,Number,Countingd3,31,Cross Domain,1,3180
35,Number,Countingd3,31,Within Domain,1,4840
35,Number,Countingd3,31,Extrapolation,1,5539
35,Size,Resize2Y,26,Cross Domain,1,5339
35,Size,Resize2Y,26,Within Domain,1,1550
35,Size,Resize2Y,26,Extrapolation,1,5457
35,Reflection,ReflectXY,40,Cross Domain,1,6734
35,Reflection,ReflectXY,40,Within Domain,0,17951
35,Reflection,ReflectXY,40,Extrapolation,1,12625
35,Color,ColourBlue,14,Cross Domain,1,1444
35,Color,ColourBlue,14,Within Domain,1,3044
35,Color,ColourBlue,14,Extrapolation,1,4972
35,Reflection,ReflectX,1,Cross Domain,1,6158
35,Reflection,ReflectX,1,Within Domain,1,4005
35,Reflection,ReflectX,1,Extrapolation,1,5326
35,Color,ColourYellow,4,Cross Domain,1,1691
35,Color,ColourYellow,4,Within Domain,1,1493
35,Color,ColourYellow,4,Extrapolation,1,2656
35,Rotation,2DRotation-45,21,Cross Domain,1,4960
35,Rotation,2DRotation-45,21,Within Domain,1,2080
35,Rotation,2DRotation-45,21,Extrapolation,1,34549
35,Rotation,2DRotation180,36,Cross Domain,1,2952
35,Rotation,2DRotation180,36,Within Domain,1,6910
35,Rotation,2DRotation180,36,Extrapolation,1,4658
35,Color,ColourRed,49,Cross Domain,1,2608
35,Color,ColourRed,49,Within Domain,1,1506
35,Color,ColourRed,49,Extrapolation,1,3607
35,Number,Counting+2,30,Cross Domain,1,3965
35,Number,Counting+2,30,Within Domain,1,2828
35,Number,Counting+2,30,Extrapolation,1,2947
35,Size,Resize0.5XY,30,Cross Domain,1,1926
35,Size,Resize0.5XY,30,Within Domain,1,1160
35,Size,Resize0.5XY,30,Extrapolation,1,3075
35,Color,ColourGrey,47,Cross Domain,1,2436
35,Color,ColourGrey,47,Within Domain,1,1427
35,Color,ColourGrey,47,Extrapolation,1,2582
35,Number,Counting-1,15,Cross Domain,1,1928
35,Number,Counting-1,15,Within Domain,1,3206
35,Number,Counting-1,15,Extrapolation,1,2268
35,Number,Countingx2,30,Cross Domain,1,2787
35,Number,Countingx2,30,Within Domain,1,2090
35,Number,Countingx2,30,Extrapolation,1,3712
35,Color,ColourGreen,29,Cross Domain,1,1519
35,Color,ColourGreen,29,Within Domain,1,959
35,Color,ColourGreen,29,Extrapolation,1,1880
36,Rotation,2DRotation+90,22,Cross Domain,1,11186
36,Rotation,2DRotation+90,22,Within Domain,1,8048
36,Rotation,2DRotation+90,22,Extrapolation,1,6661
36,Color,ColourGrey,21,Cross Domain,1,4288
36,Color,ColourGrey,21,Within Domain,1,2052
36,Color,ColourGrey,21,Extrapolation,1,4304
36,Number,Countingd3,42,Cross Domain,1,5495
36,Number,Countingd3,42,Within Domain,1,5342
36,Number,Countingd3,42,Extrapolation,1,4559
36,Reflection,ReflectY,35,Cross Domain,1,4517
36,Reflection,ReflectY,35,Within Domain,1,3285
36,Reflection,ReflectY,35,Extrapolation,1,5801
36,Rotation,2DRotation+135,24,Cross Domain,1,9719
36,Rotation,2DRotation+135,24,Within Domain,0,6863
36,Rotation,2DRotation+135,24,Extrapolation,1,5040
36,Reflection,ReflectXY,41,Cross Domain,1,3214
36,Reflection,ReflectXY,41,Within Domain,0,4842
36,Reflection,ReflectXY,41,Extrapolation,1,4002
36,Reflection,ReflectX,16,Cross Domain,1,7166
36,Reflection,ReflectX,16,Within Domain,1,8728
36,Reflection,ReflectX,16,Extrapolation,1,2699
36,Rotation,2DRotation+45,33,Cross Domain,1,3916
36,Rotation,2DRotation+45,33,Within Domain,1,3928
36,Rotation,2DRotation+45,33,Extrapolation,1,4330
36,Size,Resize0.5Y,0,Cross Domain,1,2095
36,Size,Resize0.5Y,0,Within Domain,1,4652
36,Size,Resize0.5Y,0,Extrapolation,1,4254
36,Color,ColourBlue,19,Cross Domain,1,2183
36,Color,ColourBlue,19,Within Domain,1,1029
36,Color,ColourBlue,19,Extrapolation,1,2913
36,Color,ColourYellow,22,Cross Domain,1,2507
36,Color,ColourYellow,22,Within Domain,1,1631
36,Color,ColourYellow,22,Extrapolation,1,3131
36,Number,Counting+1,20,Cross Domain,1,2806
36,Number,Counting+1,20,Within Domain,1,2960
36,Number,Counting+1,20,Extrapolation,1,8675
36,Number,Countingx2,20,Cross Domain,1,2768
36,Number,Countingx2,20,Within Domain,1,4450
36,Number,Countingx2,20,Extrapolation,1,2920
36,Color,ColourGreen,16,Cross Domain,1,4274
36,Color,ColourGreen,16,Within Domain,1,1296
36,Color,ColourGreen,16,Extrapolation,1,2551
36,Size,Resize2XY,47,Cross Domain,1,1561
36,Size,Resize2XY,47,Within Domain,1,2407
36,Size,Resize2XY,47,Extrapolation,1,1921
36,Color,ColourRed,15,Cross Domain,1,2177
36,Color,ColourRed,15,Within Domain,1,4303
36,Color,ColourRed,15,Extrapolation,1,1611
36,Number,Counting-2,43,Cross Domain,1,3897
36,Number,Counting-2,43,Within Domain,1,2266
36,Number,Counting-2,43,Extrapolation,1,2284
36,Size,Resize2X,32,Cross Domain,1,2265
36,Size,Resize2X,32,Within Domain,1,1971
36,Size,Resize2X,32,Extrapolation,1,2856
36,Rotation,2DRotation180,5,Cross Domain,1,2310
36,Rotation,2DRotation180,5,Within Domain,1,7613
36,Rotation,2DRotation180,5,Extrapolation,1,2467
38,Reflection,ReflectY,38,Cross Domain,1,9958
38,Reflection,ReflectY,38,Within Domain,1,10933
38,Reflection,ReflectY,38,Extrapolation,1,9037
38,Rotation,2DRotation-45,5,Cross Domain,1,9434
38,Rotation,2DRotation-45,5,Within Domain,1,4927
38,Rotation,2DRotation-45,5,Extrapolation,1,4488
38,Number,Countingx3,24,Cross Domain,1,5677
38,Number,Countingx3,24,Within Domain,1,7088
38,Number,Countingx3,24,Extrapolation,1,4072
38,Reflection,ReflectX,49,Cross Domain,1,7310
38,Reflection,ReflectX,49,Within Domain,1,4252
38,Reflection,ReflectX,49,Extrapolation,1,20749
38,Rotation,2DRotation+135,3,Cross Domain,1,6177
38,Rotation,2DRotation+135,3,Within Domain,1,12454
38,Rotation,2DRotation+135,3,Extrapolation,0,18641
38,Color,ColourGreen,0,Cross Domain,1,4636
38,Color,ColourGreen,0,Within Domain,1,3123
38,Color,ColourGreen,0,Extrapolation,1,5609
38,Rotation,2DRotation180,11,Cross Domain,1,9123
38,Rotation,2DRotation180,11,Within Domain,1,8203
38,Rotation,2DRotation180,11,Extrapolation,0,13920
38,Size,Resize0.5XY,33,Cross Domain,1,2973
38,Size,Resize0.5XY,33,Within Domain,1,1612
38,Size,Resize0.5XY,33,Extrapolation,1,3174
38,Size,Resize0.5X,13,Cross Domain,1,7888
38,Size,Resize0.5X,13,Within Domain,1,4042
38,Size,Resize0.5X,13,Extrapolation,1,5469
38,Color,ColourGrey,9,Cross Domain,1,2391
38,Color,ColourGrey,9,Within Domain,1,2501
38,Color,ColourGrey,9,Extrapolation,1,4202
38,Size,Resize2Y,22,Cross Domain,1,4275
38,Size,Resize2Y,22,Within Domain,1,2064
38,Size,Resize2Y,22,Extrapolation,1,4972
38,Color,ColourYellow,10,Cross Domain,1,3592
38,Color,ColourYellow,10,Within Domain,1,2098
38,Color,ColourYellow,10,Extrapolation,1,4042
38,Color,ColourRed,48,Cross Domain,1,3148
38,Color,ColourRed,48,Within Domain,1,1575
38,Color,ColourRed,48,Extrapolation,1,5651
38,Number,Countingd2,28,Cross Domain,1,2576
38,Number,Countingd2,28,Within Domain,1,2280
38,Number,Countingd2,28,Extrapolation,1,4541
38,Number,Counting-2,29,Cross Domain,1,5127
38,Number,Counting-2,29,Within Domain,1,5298
38,Number,Counting-2,29,Extrapolation,1,4224
